INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12554151, 'Paulina', 'Campelo', 'Braga    Póvoa de Lanhoso (N. S. do Amparo)    Taíde    1 569     734', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (44221512, 'Nina', 'Nazário', 'Viana do castelo    Paredes de Coura    Linhares    230    530', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16221813, 'ï¿½scar', 'Rocha', 'Vila Real    Valpaços    Algeriz    730    1 899', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (81743311, 'Golias', 'Bairros', 'Bragança    Mirandela    Lamas de Orelhão    462    1 939', 'Economista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13423963, 'Renan', 'Conde', 'Viana do castelo    Melgaço    Chaviães    431    447', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21111445, 'Tasha', 'Luz', 'Leiria    Óbidos    Gaeiras    1 858     1 020', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91125416, 'Laurentina', 'Fragoso', 'Vila Real    Valpaços    S. João da Corveira    721    1 430', 'Especialista em inteligência artificial');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (35432132, 'Avelina', 'Póvoas', 'Bragança    Vinhais    Paçó    236    1 692', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11676171, 'Flaviano', 'Rosa', 'Guarda    Seia    Teixeira    233    1 288', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32632921, 'Reginaldo', 'Lucena', 'Viseu    Nelas    Aguieira    620    549', 'Piloto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31811582, 'Belmiro', 'Caldas', 'Santarem    Abrantes    Martinchel    713    1 710', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (64761337, 'Eli', 'Nobre', 'Lisboa    Sintra    Montelavar    3 645     1 144', 'Juiz');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51132112, 'Caetano', 'Lisboa', 'Açores    Ponta Delgada    Arrifes    6 941     2 527', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (37734256, 'Carlota', 'Nobre', 'Viseu    Oliveira de Frades    Ribeiradio    1 208     1 517', 'Serralheiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26242612, 'Rudolfo', 'Quadros', 'Açores    Calheta (Açores)    Calheta    1 249     1 898', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (62166728, 'Arcelino', 'Corte-Real', 'Lisboa    Vila Franca de Xira    Póvoa de Sta. Iria    24 277     395', 'Solicitador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (89164121, 'Geraldino', 'Saltão', 'Aveiro    Ílhavo    Ílhavo (S. Salvador)    16 760     4 168', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11578341, 'Yolanda', 'Colaço', 'Guarda    Trancoso    Trancoso (S. Pedro)    1 793     1 527', 'Assistente dentário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21112523, 'Dalila', 'Marmou', 'Santarem    Tomar    Madalena    3 466     3 056', 'Cientista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73321318, 'Adelaide', 'Vides', 'Porto    Matosinhos    Custóias    18 065     578', 'Cuidador de idosos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12112253, 'Venï¿½ncio', 'Galante', 'Lisboa    Amadora    Alfragide    8 739     135', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (57283111, 'Gilberto', 'Cortesão', 'Porto    Gondomar    Lodares    1 737     358', 'Empregado de mesa');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22174311, 'Hildefonso', 'Henriques', 'Braga    Vila Nova de Famalicão    Esmeriz    1 905     375', 'Técnico de radiologia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41381182, 'Horï¿½cio', 'Mariz', 'Bragança    Alfândega da Fé    Cerejais    247    1 679', 'Psicólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52123731, 'Fabiano', 'Foquiço', 'Vila Real    Chaves    Seara Velha    187    970', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41479341, 'Alberta', 'Novais', 'Braga    Fafe    Silvares (S. Clemente)    551    293', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71429512, 'Ermï¿½nia', 'Inácio', 'Guarda    Sabugal    Souto    1 419     3 038', 'Engenheiro agrónomo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (62221111, 'Dinorah', 'Canário', 'Aveiro    Arouca    Chave    1 414     1 076', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14551162, 'Natï¿½lia', 'Maciel', 'Castelo Branco    Fundão    Atalaia do Campo    645    1 119', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15962414, 'Rodrigo', 'Lustosa', 'Braga    Vieira do Minho Campos    240    1 313', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31261915, 'Dayse', 'Freixo', 'Braga    Braga    Lamaçães    1 364     216', 'Especialista em marketing digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28132111, 'Alï¿½cia', 'Albernaz', 'Madeira    Ponta do Sol    Madalena do Mar    687    230', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21312214, 'Viriato', 'Figueira', 'Guarda    Guarda    João Antão    194    861', 'Militar');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (55416142, 'Silva', 'Diniz', 'Braga    Barcelos    Areias de Vilar    1 457     604', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (87219352, 'Vitorino', 'Pessanha', 'Guarda    Fornos de Algodres    Queiriz    293    1 099', 'Eletricista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21272714, 'Alberta', 'Pallos', 'Viana do castelo    Valença    Ganfei    1 312     935', 'Operador de máquinas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (85671811, 'Lucas', 'Barreto', 'Aveiro    Aveiro    Cacia    7 006     3 736', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91358441, 'Sï¿½lvio', 'Pino', 'Viana do castelo    Viana do Castelo    Perre    3 007     1 300', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71131192, 'Cristiano', 'Bogado', 'Bragança    Moncorvo    Cardanha    276    1 551', 'Polícia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (43142413, 'Lourival', 'Vasques', 'Bragança    Alfândega da Fé    Sendim da Ribeira    118    1 535', 'Canalizador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (35942913, 'Rui', 'Pegado', 'Viseu    Resende    Resende    2 873     1 199', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (35141163, 'Paloma', 'Manso', 'Viana do castelo    Vila Nova de Cerveira    Cornes    481    677', 'Engenheiro agrónomo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28563334, 'Rita', 'Amaro', 'Vila Real    Vila Real    Vila Marim    1 690     2 349', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22176813, 'Gastï¿½o', 'Bernardes', 'Beja    Aljustrel    Rio de Moinhos    864    3 674', 'Técnico de recursos humanos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33219822, 'Volney', 'Quintas', 'Santarem    Almeirim    Raposa    591    6 547', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (53845233, 'Adelina', 'Souto Maior', 'Castelo Branco    Castelo Branco    Sarzedas    1 738     17 270', 'Assistente social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23455639, 'Cidï¿½lia', 'Abranches', 'Braga    Vila Nova de Famalicão    Brufe    2 288     251', 'Educador social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25262812, 'Dalila', 'Botica', 'Coimbra    Montemor-o-Velho    Ereira    714    726', 'Polícia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34112212, 'Valquï¿½ria', 'Sampaio', 'Évora    Borba    Rio de Moinhos    2 271     5 292', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (44335824, 'Teresa', 'Meneses', 'Guarda    Celorico da Beira    Rapa    197    795', 'Motorista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73332781, 'Lourdes', 'Fragoso', 'Viana do castelo    Monção    Abedim    260    889', 'Assistente dentário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13394642, 'Norberto', 'Diniz', 'Coimbra    Cantanhede    Ourentã    1 310     1 788', 'Técnico de recursos humanos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (81519113, 'Antï¿½nia', 'Varejão', 'Vila Real    Ribeira de Pena    Ribeira de Pena (Salvador)    2 573     3 814', 'Contabilista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22116321, 'Herodes', 'Penha', 'Porto    Vila Nova de Gaia    Valadares    9 095     494', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32121499, 'Filipa', 'Gusmão', 'Guarda    Celorico da Beira    Linhares    328    1 547', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15539323, 'Gerson', 'Aguiar', 'Viana do castelo    Vila Nova de Cerveira    Covas    744    2 916', 'Professor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41441618, 'Cecï¿½lia', 'Passarinho', 'Setúbal    Almada    Almada    19 514     142', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (64187132, 'Hildefonso', 'Sesimbra', 'Viana do castelo    Monção    Moreira    709    351', 'Auxiliar de ação direta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12131733, 'Miriam', 'Muxagata', 'Açores    Horta    Flamengos    1 494     1 413', 'Engenheiro civil');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (67597141, 'Laurinda', 'Peralta', 'Viseu    Sernancelhe    Sendim    867    2 175', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12313135, 'Filipa', 'Moraes', 'Castelo Branco    Sertã    Sertã    5 500     8 171', 'Técnico de manutenção');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91151911, 'Marieta', 'Marques', 'Porto    Vila do Conde    Bagunte    1 662     989', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11281185, 'Evaldo', 'Távora', 'Santarem    Alcanena    Moitas Venda    1 005     670', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51221116, 'Guido', 'Esparteiro', 'Guarda    Gouveia    Melo    673    752', 'Pedreiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13118331, 'Gastï¿½o', 'Pêcego', 'Vila Real    Vila Pouca de Aguiar    Lixa do Alvão    (*)     (*)', 'Programador / Desenvolvedor de software');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (57224231, 'Cesï¿½rio', 'Quinterno', 'Vila Real    Chaves    Sta. Leocádia    419    1 325', 'Engenheiro industrial');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12223131, 'Ilda', 'Mota', 'Faro    Vila do Bispo    Barão de S. Miguel    440    1 486', 'Videógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71151613, 'Gilda', 'Carreira', 'Vila Real    Vila Real    S. Tomé do Castelo    990    3 302', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (53311344, 'Felisberto', 'Curvelo', 'Aveiro    Águeda    Aguada de Cima    3 952     2 755', 'Veterinário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33295811, 'Sidney', 'Bencatel', 'Viseu    Sta. Comba Dão    Couto do Mosteiro    1 275     1 590', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82112431, 'Querubim', 'Narvais', 'Vila Real    Vila Real    Folhadela    1 897     1 559', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26226123, 'Antenor', 'Cidreira', 'Aveiro    S. João da Madeira    S. João da Madeira    21 102     811', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31112225, 'ï¿½lia', 'Moreno', 'Leiria    Peniche    Serra d'El-Rei    1 377     916', 'Técnico de manutenção');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51144815, 'Fausto', 'Camilo', 'Braga    Barcelos    Remelhe    1 410     518', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11216171, 'Estrela', 'Fogaça', 'Évora    Montemor-o-Novo    N. S. da Vila    5 629     18 595', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21616476, 'Cesï¿½rio', 'Paulos', 'Évora    Estremoz    S. Bento do Ameixial    390    4 199', 'Notário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12583832, 'Liana', 'Godoi', 'Viana do castelo    Caminha    Venade    866    585', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (35114121, 'Luisa', 'Méndez', 'Aveiro    Sta. Maria da Feira    Sta. Maria de Lamas    5 120     392', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16139232, 'Cristiano', 'Noite', 'Distrito  Município	Freguesia	Nª Hab.	Área (ha)', 'Dentista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32672125, 'Lï¿½gia', 'Alcântara', 'Porto    Felgueiras    Vizela (S. Jorge)    596    125', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (45883121, 'Rubina', 'Coitinho', 'Coimbra    Penacova    Travanca do Mondego    537    1 023', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (63262422, 'Sheila', 'Olivera', 'Porto    Penafiel    Recezinhos (S. Martinho)    1 873     544', 'Carpinteiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21163846, 'Melinda', 'Naves', 'Viseu    Moimenta da Beira    Ariz    164    771', 'Cientista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (55375224, 'Nï¿½dia', 'Dutra', 'Viseu    Tondela    Mosteiro de Fráguas    621    1 031', 'Gestor de e-commerce');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (66412172, 'Darlene', 'Caldeira', 'Bragança    Vinhais    Nunes    187    853', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21646724, 'Eleutï¿½rio', 'Castelo Branco', 'Viana do castelo    Arcos de Valdevez    Giela    499    200', 'Gestor de marketing');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21321333, 'Nicole', 'Corte-Real', 'Vila Real    Chaves    Moreiras    308    924', 'Estafeta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26211321, 'Acï¿½cio', 'Trigueiro', 'Açores    Ponta Delgada    Ponta Delgada (S. Pedro)    7 177     281', 'Assistente dentário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (95327111, 'Disa', 'Neves', 'Guarda    Sabugal    Aldeia da Ribeira    198    2 869', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (81732929, 'Lourival', 'Alvim', 'Porto    Felgueiras    Pedreira    1 725     350', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11181341, 'Shirley', 'Marroquim', 'Vila Real    Vila Pouca de Aguiar    Bragado    640    2 270', 'Técnico de manutenção');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11934291, 'Fedra', 'Coimbra', 'Vila Real    Vila Real    Justes    432    865', 'Diretor de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (87331461, 'Jocelina', 'Mont'Alverne', 'Coimbra    Arganil    Secarias    451    695', 'Tradutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13271154, 'Sueli', 'Baía', 'Viseu    Castro Daire    Monteiras    586    2 167', 'Enfermeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73463112, 'Ermï¿½nia', 'Galante', 'Setúbal    Grândola    Grândola    10 361     36 140', 'DevOps engineer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (37736121, 'Geraldino', 'Correia', 'Braga    Vila Nova de Famalicão    Carreira    1 907     215', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (45213959, 'Quitï¿½ria', 'Terra', 'Vila Real    Chaves    Cimo de Vila da Castanheira    605    1 574', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71169656, 'Olï¿½via', 'Marins', 'Setúbal    Alcácer do Sal    Alcácer do Sal (Santiago)    4 850     28 298', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11513487, 'Jeremias', 'Castelhano', 'Viana do castelo    Caminha    Riba de Âncora    778    857', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (95855746, 'Moisï¿½s', 'Villaça', 'Porto    Marco de Canaveses    Rio de Galinhas    1 841     178', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11236151, 'Basï¿½lio', 'Cipriano', 'Braga    Barcelos    Gamil    838    346', 'Canalizador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11229511, 'Benvinda', 'Letras', 'Viseu    S. João da Pesqueira    Paredes da Beira    733    2 332', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22113116, 'Diva', 'Garrido', 'Castelo Branco    Penamacôr    Alvito da Beira    436    3 626', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19296784, 'Glaucia', 'Lousado', 'Açores    Praia da Vitória    Biscoitos    1 425     2 630', 'Barman');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (36111522, 'Claudino', 'Mederos', 'Guarda    Guarda    Jarmelo (S. Miguel)    228    773', 'Biólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91562313, 'Lita', 'Filgueiras', 'Lisboa    Odivelas    Ramada    15 770     386', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11913552, 'Adelinda', 'Canejo', 'Bragança    Bragança    Salsas    424    2 576', 'Eletricista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (62142572, 'Otoniel', 'Valadão', 'Viseu    Sernancelhe    Longa    357    726', 'Dentista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (85182911, 'Cesï¿½rio', 'Sant'Anna', 'Beja    Moura    Sobral da Adiça    1 046     13 830', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15557333, 'Hilï¿½rio', 'Mendoça', 'Braga    Amares    Sequeiros    273    308', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51471192, 'Lorena', 'Pinheiro', 'Porto    Paredes    Parada de Todeia    1 844     364', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14361213, 'Luzia', 'Ponte', 'Coimbra    Penacova    Paradela    265    782', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (38323633, 'Isabel', 'Noite', 'Viseu    Vouzela    Fataunços    804    852', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (49275416, 'Ludovico', 'Carlos', 'Santarem    Ferreira do Zêzere    Chãos    744    2 514', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25412111, 'ï¿½rsula', 'Machado', 'Braga    Guimarães    Urgezes    5 124     462', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18113181, 'Ermï¿½nio', 'Salvado', 'Coimbra    Coimbra    Coimbra (S. Bartolomeu)    856    22', 'Enfermeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (35191564, 'Anacleto', 'Caires', 'Guarda    Gouveia    Vila Nova de Tazem    2 011     1 577', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22242117, 'Constanï¿½a', 'Branco', 'Leiria    Alcobaça    Cela    3 426     2 623', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12311251, 'Nilda', 'Felipe', 'Évora    Mora    Brotas    543    8 315', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34492722, 'Antï¿½nio', 'Espartero', 'Viana do castelo    Paredes de Coura    Castanheira    642    830', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82661361, 'Alfredo', 'Malafaia', 'Viana do castelo    Monção    Cambeses    484    417', 'Assistente dentário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12372213, 'Ania', 'Teles', 'Porto    Maia    Nogueira    4 478     408', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (46271516, 'Ivan', 'Avellar', 'Castelo Branco    Castelo Branco    Almaceda    943    7 246', 'Cozinheiro / chef');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22221423, 'Bruna', 'Naves', 'Porto    Paços de Ferreira    Penamaior    3 619     791', 'Gestor de e-commerce');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71142114, 'Gildo', 'Capucho', 'Porto    Gondomar    Lousada (Sta. Margarida)    405    189', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11225131, 'Amado', 'Corvelo', 'Viana do castelo    Arcos de Valdevez    Rio Cabrão    144    271', 'Engenheiro agrónomo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21153812, 'Dï¿½ris', 'Batata', 'Coimbra    Montemor-o-Velho    Ereira    714    726', 'Videógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41287541, 'Nisa', 'Negreiros', 'Vila Real    Murça    Palheiros    432    2 685', 'Assistente social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25137462, 'Juvelina', 'Moutinho', 'Évora    Estremoz    S. Lourenço de Mamporcão    558    1 687', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16722448, 'Silvano', 'Paiva', 'Coimbra    Coimbra    Taveiro    2 064     1 023', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (36127445, 'Micaela', 'Botelho', 'Santarem    Abrantes    Souto    567    1 502', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13822221, 'Duarte', 'Vigário', 'Lisboa    Torres Vedras    Carmões    847    684', 'Gestor de e-commerce');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (39187421, 'Belinda', 'Quezado', 'Évora    Estremoz    S. Bento do Cortiço    717    2 341', 'Militar');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (93312193, 'Aquiles', 'Leitão', 'Santarem    Alcanena    Serra de Santo António    726    1 449', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15159729, 'Rui', 'Maltez', 'Viseu    Sernancelhe    Chavães    372    994', 'Formador profissional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25325414, 'Dorotï¿½ia', 'Vergueiro', 'Açores    Praia da Vitória    Porto Martins    (*)     (*)', 'Técnico administrativo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33223114, 'Dolores', 'Campos', 'Guarda    Figueira de Castelo Rodrigo    Quintã de Pêro Martins    206    1 552', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (64911351, 'Kirina', 'Sabala', 'Porto    Vila Nova de Gaia    Olival    5 616     796', 'Serralheiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (68254553, 'Josefina', 'Quaresma', 'Porto    Felgueiras    Revinhade    810    403', 'Gestor de e-commerce');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26261521, 'Diana', 'Martins', 'Viana do castelo    Vila Nova de Cerveira    Covas    744    2 916', 'Militar');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26772532, 'Frederico', 'Valim', 'Bragança    Carrazeda de Ansiães    Linhares    574    2 739', 'Engenheiro mecânico');
